,concept,is_bool,item_num,set_num,answer,hyes,hno,p(yes),lambda_rule,object,concept_num,set,model_answer,to_annotate
184,same shape as a blue object,False,19,8,0,1,20,0.08591346137507117,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow circle,hg37,8,False,False
185,same shape as a blue object,False,20,9,0,0,21,0.03180779288800295,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg37,9,False,False
186,same shape as a blue object,False,21,9,1,15,6,0.6662977613577823,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue circle,hg37,9,True,False
187,same shape as a blue object,False,22,9,0,1,20,0.04671537220065147,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow triangle,hg37,9,False,False
188,same shape as a blue object,False,23,9,0,1,20,0.09643692896861467,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg37,9,False,False
189,same shape as a blue object,False,24,10,0,0,20,0.006530875799057867,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg37,10,False,False
190,same shape as a blue object,False,25,10,1,19,1,0.7880459623939942,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue triangle,hg37,10,True,False
191,same shape as a blue object,False,26,10,1,4,16,0.09703036460200565,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow triangle,hg37,10,False,False
192,same shape as a blue object,False,27,11,1,13,7,0.650684068872124,"""λx.apply1(compose11(compose8(and,compose2(not,green)),small),x.o)""
",large blue circle,hg37,11,True,False
193,same shape as a blue object,False,28,11,1,17,3,0.8455092773526758,"""λx.apply1(compose11(compose8(and,compose2(not,green)),small),x.o)""
",small blue circle,hg37,11,True,False
194,same shape as a blue object,False,29,12,0,6,14,0.11000422836832513,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green circle,hg37,12,False,False
195,same shape as a blue object,False,30,13,0,3,17,0.054625065386517235,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow triangle,hg37,13,False,False
196,same shape as a blue object,False,31,13,0,12,8,0.24285501875181126,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow triangle,hg37,13,False,False
197,same shape as a blue object,False,32,13,1,17,3,0.8401268413953176,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue circle,hg37,13,True,False
198,same shape as a blue object,False,33,13,1,9,11,0.6863498220085376,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue rectangle,hg37,13,True,False
199,same shape as a blue object,False,34,14,0,3,17,0.11712885787960658,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green triangle,hg37,14,False,False
200,same shape as a blue object,False,35,14,0,7,13,0.040059120454657204,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow triangle,hg37,14,False,False
201,same shape as a blue object,False,36,15,0,6,14,0.013587057527843172,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green triangle,hg37,15,False,False
202,same shape as a blue object,False,37,15,1,2,18,0.11482080177904663,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow circle,hg37,15,False,False
203,same shape as a blue object,False,38,15,0,2,18,0.02111508901293746,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green rectangle,hg37,15,False,False
204,same shape as a blue object,False,39,15,1,16,4,0.9472248078819803,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue circle,hg37,15,True,False
205,same shape as a blue object,False,40,15,0,6,14,0.0209651566536877,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow triangle,hg37,15,False,False
206,same shape as a blue object,False,41,16,1,14,6,0.8160173561997226,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue triangle,hg37,16,True,False
207,same shape as a blue object,False,42,17,1,18,2,0.9408797087324956,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue circle,hg37,17,True,False
208,same shape as a blue object,False,43,17,1,16,4,0.9315113742334233,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium blue circle,hg37,17,True,False
209,same shape as a blue object,False,44,17,0,5,15,0.1285060337821733,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green triangle,hg37,17,False,False
210,same shape as a blue object,False,45,17,0,2,18,0.004405008792787157,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow triangle,hg37,17,False,False
211,same shape as a blue object,False,46,17,0,2,18,0.008067143012226552,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg37,17,False,False
212,same shape as a blue object,False,47,18,1,17,3,0.9071608898078694,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue triangle,hg37,18,True,False
213,same shape as a blue object,False,48,18,1,10,10,0.04250461775666281,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow triangle,hg37,18,False,False
214,same shape as a blue object,False,49,18,0,8,12,0.1830862501494721,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow circle,hg37,18,False,False
215,same shape as a blue object,False,50,18,0,2,18,0.02937665257070421,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg37,18,False,False
216,same shape as a blue object,False,51,19,0,6,14,0.007331841256359439,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium green triangle,hg37,19,False,False
217,same shape as a blue object,False,52,19,1,13,7,0.2002613067936636,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow circle,hg37,19,False,False
218,same shape as a blue object,False,53,19,0,6,14,0.016156498493046456,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow triangle,hg37,19,False,False
219,same shape as a blue object,False,54,19,1,17,3,0.9865086010956929,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small blue circle,hg37,19,True,False
220,same shape as a blue object,False,55,20,0,4,16,0.14088067590398623,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green circle,hg37,20,False,False
221,same shape as a blue object,False,56,20,0,4,16,0.012447747848682411,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow rectangle,hg37,20,False,False
222,same shape as a blue object,False,57,20,0,5,15,0.043560153751627695,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg37,20,False,False
223,same shape as a blue object,False,58,21,0,1,19,0.011606068944388426,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green rectangle,hg37,21,False,False
224,same shape as a blue object,False,59,21,0,4,16,0.020262442944272152,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow rectangle,hg37,21,False,False
225,same shape as a blue object,False,60,22,0,3,17,0.06002371468457568,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small green circle,hg37,22,False,False
226,same shape as a blue object,False,61,22,0,2,18,0.0009576821762493637,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",medium yellow rectangle,hg37,22,False,False
227,same shape as a blue object,False,62,22,0,2,18,0.008507727749474725,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green triangle,hg37,22,False,False
228,same shape as a blue object,False,63,23,0,1,19,0.023628145476209284,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large green circle,hg37,23,False,False
229,same shape as a blue object,False,64,23,0,10,10,0.0076891521946436114,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow triangle,hg37,23,False,False
230,same shape as a blue object,False,65,23,0,3,17,0.007145011900206555,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",small yellow rectangle,hg37,23,False,False
231,same shape as a blue object,False,66,23,0,3,17,0.004503130849343506,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow triangle,hg37,23,False,False
232,same shape as a blue object,False,67,24,1,17,3,0.8850414643608246,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue circle,hg37,24,True,False
233,same shape as a blue object,False,68,24,1,15,5,0.812862021726346,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large blue triangle,hg37,24,True,False
234,same shape as a blue object,False,69,25,0,2,18,0.0029724897570986286,"""λx.apply1(compose11(compose7(compose6(and,not),green),yellow),x.o)""
",large yellow triangle,hg37,25,False,False
5069,same shape as a (circle or blue) object,False,0,1,0,11,18,0.3851327947241998,"""λx.apply1(apply2(same_color,x.o),x.o)""
",medium yellow rectangle,hg38,1,False,False
5070,same shape as a (circle or blue) object,False,1,1,1,17,12,0.4822209345771853,"""λx.apply1(apply2(same_color,x.o),x.o)""
",large blue triangle,hg38,1,False,False
5071,same shape as a (circle or blue) object,False,2,2,1,8,21,0.4619277099155852,"""λx.apply1(large,x.o)""
",large green rectangle,hg38,2,False,False
5072,same shape as a (circle or blue) object,False,3,2,1,20,9,0.6219222430452191,"""λx.apply1(large,x.o)""
",large blue rectangle,hg38,2,True,False
5073,same shape as a (circle or blue) object,False,4,2,1,12,17,0.4263575653508269,"""λx.apply1(large,x.o)""
",medium blue rectangle,hg38,2,False,False
5074,same shape as a (circle or blue) object,False,5,2,0,7,22,0.2827285262086434,"""λx.apply1(large,x.o)""
",medium yellow triangle,hg38,2,False,False
5075,same shape as a (circle or blue) object,False,6,3,0,19,10,0.5177627105202873,"""λx.apply7(not,apply1(yellow,x.o))""
",medium green rectangle,hg38,3,True,False
5076,same shape as a (circle or blue) object,False,7,3,1,18,11,0.711536330098852,"""λx.apply7(not,apply1(yellow,x.o))""
",large green circle,hg38,3,True,False
5077,same shape as a (circle or blue) object,False,8,4,1,23,6,0.870544394886906,"""λx.apply1(large,x.o)""
",large blue circle,hg38,4,True,False
5078,same shape as a (circle or blue) object,False,9,4,1,6,23,0.41815566759532885,"""λx.apply1(large,x.o)""
",small yellow circle,hg38,4,False,False
5079,same shape as a (circle or blue) object,False,10,4,1,19,10,0.6089596282648699,"""λx.apply1(large,x.o)""
",medium blue circle,hg38,4,True,False
5080,same shape as a (circle or blue) object,False,11,4,0,5,24,0.18037546847051544,"""λx.apply1(large,x.o)""
",medium yellow rectangle,hg38,4,False,False
5081,same shape as a (circle or blue) object,False,12,5,1,12,17,0.7213324550406242,"""λx.apply1(compose11(compose8(or,circle),large),x.o)""
",small yellow circle,hg38,5,True,False
5082,same shape as a (circle or blue) object,False,13,5,1,21,8,0.7086768708827549,"""λx.apply1(compose11(compose8(or,circle),large),x.o)""
",medium blue triangle,hg38,5,True,False
5083,same shape as a (circle or blue) object,False,14,5,0,1,28,0.2089134702538331,"""λx.apply1(compose11(compose8(or,circle),large),x.o)""
",medium green rectangle,hg38,5,False,False
5084,same shape as a (circle or blue) object,False,15,5,1,23,6,0.6142974709888449,"""λx.apply1(compose11(compose8(or,circle),large),x.o)""
",large green triangle,hg38,5,True,False
5085,same shape as a (circle or blue) object,False,16,5,1,29,0,0.8835022156273453,"""λx.apply1(compose11(compose8(or,circle),large),x.o)""
",large blue triangle,hg38,5,True,False
5086,same shape as a (circle or blue) object,False,17,6,1,21,7,0.8898627392514982,"""λx.apply1(compose11(compose8(or,blue),compose2(not,medium)),x.o)""
",small blue triangle,hg38,6,True,False
5087,same shape as a (circle or blue) object,False,18,6,1,19,9,0.7260844106920104,"""λx.apply1(compose11(compose8(or,blue),compose2(not,medium)),x.o)""
",large yellow triangle,hg38,6,True,False
5088,same shape as a (circle or blue) object,False,19,6,1,13,15,0.7675678400510151,"""λx.apply1(compose11(compose8(or,blue),compose2(not,medium)),x.o)""
",small blue rectangle,hg38,6,True,False
5089,same shape as a (circle or blue) object,False,20,6,1,16,12,0.8463846584976409,"""λx.apply1(compose11(compose8(or,blue),compose2(not,medium)),x.o)""
",small green circle,hg38,6,True,False
5090,same shape as a (circle or blue) object,False,21,7,1,25,3,0.983341687634379,"""λx.apply1(compose11(compose8(or,blue),compose2(not,medium)),x.o)""
",small blue triangle,hg38,7,True,False
5091,same shape as a (circle or blue) object,False,22,7,1,27,1,0.9903899383556336,"""λx.apply1(compose11(compose8(or,blue),compose2(not,medium)),x.o)""
",large blue triangle,hg38,7,True,False
5092,same shape as a (circle or blue) object,False,23,7,0,4,24,0.2719259497149551,"""λx.apply1(compose11(compose8(or,blue),compose2(not,medium)),x.o)""
",medium yellow rectangle,hg38,7,False,False
5093,same shape as a (circle or blue) object,False,24,7,1,28,0,0.9033991616821595,"""λx.apply1(compose11(compose8(or,blue),compose2(not,medium)),x.o)""
",large green triangle,hg38,7,True,False
5094,same shape as a (circle or blue) object,False,25,8,1,27,1,0.9605932372329562,"""λx.apply7(not,apply1(medium,x.o))""
",large blue circle,hg38,8,True,False
5095,same shape as a (circle or blue) object,False,26,8,0,25,3,0.7572978244373871,"""λx.apply7(not,apply1(medium,x.o))""
",large green rectangle,hg38,8,True,False
5096,same shape as a (circle or blue) object,False,27,8,1,21,7,0.9808126192411919,"""λx.apply7(not,apply1(medium,x.o))""
",small blue triangle,hg38,8,True,False
5097,same shape as a (circle or blue) object,False,28,8,1,21,7,0.7961760089991685,"""λx.apply7(not,apply1(medium,x.o))""
",medium blue circle,hg38,8,True,False
5098,same shape as a (circle or blue) object,False,29,8,0,7,21,0.12488631110068127,"""λx.apply7(not,apply1(medium,x.o))""
",medium yellow rectangle,hg38,8,False,False
5099,same shape as a (circle or blue) object,False,30,9,1,19,9,0.9906122187931032,"""λx.apply7(not,apply1(rectangle,x.o))""
",small blue circle,hg38,9,True,False
5100,same shape as a (circle or blue) object,False,31,9,0,20,8,0.6862206611100419,"""λx.apply7(not,apply1(rectangle,x.o))""
",small green triangle,hg38,9,True,False
5101,same shape as a (circle or blue) object,False,32,9,0,13,15,0.26218924442082425,"""λx.apply7(not,apply1(rectangle,x.o))""
",small green rectangle,hg38,9,False,False
5102,same shape as a (circle or blue) object,False,33,10,1,21,6,0.6606283672646214,"""λx.apply1(compose11(compose7(or,compose11(compose8(or,blue),large)),circle),x.o)""
",small yellow circle,hg38,10,True,False
5103,same shape as a (circle or blue) object,False,34,11,1,25,2,0.8854737393257892,"""λx.apply7(not,apply1(rectangle,x.o))""
",large green circle,hg38,11,True,False
5104,same shape as a (circle or blue) object,False,35,12,1,23,4,0.9615174710410201,"""λx.apply7(not,apply1(rectangle,x.o))""
",large green circle,hg38,12,True,False
5105,same shape as a (circle or blue) object,False,36,12,1,26,1,0.9805774143339931,"""λx.apply7(not,apply1(rectangle,x.o))""
",large blue circle,hg38,12,True,False
5106,same shape as a (circle or blue) object,False,37,12,0,21,6,0.6501816941026846,"""λx.apply7(not,apply1(rectangle,x.o))""
",large green triangle,hg38,12,True,False
5107,same shape as a (circle or blue) object,False,38,12,0,11,16,0.41953763660865206,"""λx.apply7(not,apply1(rectangle,x.o))""
",small green triangle,hg38,12,False,False
5108,same shape as a (circle or blue) object,False,39,12,1,22,5,0.9795281934107152,"""λx.apply7(not,apply1(rectangle,x.o))""
",small blue circle,hg38,12,True,False
5109,same shape as a (circle or blue) object,False,40,13,0,17,10,0.2064975201147945,"""λx.apply1(compose11(compose8(or,circle),blue),x.o)""
",large green triangle,hg38,13,False,False
